fips,rate
30079,232.07
30081,232.07
30083,232.07
30085,232.07
30087,232.07
30089,232.07
30091,232.07
30093,232.07
30095,235.02
30097,235.02
30099,232.07
30101,232.07
30103,232.07
30105,232.07
30107,232.07
30109,232.07
30111,235.02
32001,246.66
32003,231.52
32005,333.90
32007,246.66
32009,246.66
32011,246.66
32013,246.66
32015,246.66
32017,246.66
32019,333.90
32021,246.66
32023,231.52
32027,246.66
32029,333.90
32031,300.97
32033,246.66
32510,333.90
33001,240.45
33003,240.45
33005,240.45
33007,240.45
33009,240.45
33011,240.45
33013,240.45
33015,240.45
33017,240.45
33019,240.45
34001,
34003,
34005,
34007,
34009,
34011,
34013,
34015,
34017,
34019,
34021,
34023,
34025,
34027,
34029,
34031,
34033,
34035,
34037,
34039,
34041,
35001,167.18
35003,211.11
35005,211.11
35006,211.11
35007,211.11
35009,211.11
35011,211.11
35013,203.70
35015,211.11
35017,211.11
35019,211.11
35021,211.11
35023,211.11
35025,211.11
35027,211.11
35028,211.11
35029,211.11
35031,211.11
35033,211.11
35035,211.11
35037,211.11
35039,211.11
35041,211.11
35043,167.18
35045,229.16
35047,211.11
35049,197.95
35051,211.11
35053,211.11
35055,211.11
35057,167.18
35059,211.11
35061,167.18
36001,
36003,
36005,
36007,
36009,
36011,
36013,
36015,
36017,
36019,
36021,
36023,
36025,
36027,
36029,
36031,
36033,
36035,
36037,
36039,
36041,
36043,
36045,
36047,
36049,
36051,
36053,
36055,
36057,
36059,
36061,
36063,
36065,
36067,
36069,
36071,
36073,
36075,
36077,
36079,
36081,
36083,
36085,
36087,
36089,
36091,
36093,
36095,
36097,
36099,
36101,
36103,
36105,
36107,
36109,
36111,
36113,
36115,
36117,
36119,
36121,
36123,
37001,283.08
37003,320.27
37005,337.25
37007,318.13
37009,337.25
37011,321.80
37013,355.30
37015,344.64
37017,274.67
37019,307.51
37021,321.80
37023,320.27
37025,318.13
37027,320.27
37029,344.64
37031,355.30
37033,283.08
37035,320.27
37037,283.08
37039,321.80
37041,344.64
37043,321.80
37045,299.97
37047,307.51
37049,355.30
37051,274.67
37053,344.64
37055,355.30
37057,302.23
37059,302.23
37061,307.51
37063,283.08
37065,322.19
37067,302.23
37069,283.08
37071,299.97
37073,344.64
37075,321.80
37077,300.59
37079,322.19
37081,293.45
37083,344.64
37085,274.67
37087,321.80
37089,321.80
37091,344.64
37093,274.67
37095,355.30
37097,320.27
37099,321.80
37101,283.08
37103,355.30
37105,283.08
37107,355.30
37109,299.97
37111,321.80
37113,321.80
37115,321.80
37117,344.64
37119,318.13
37121,321.80
37123,333.98
37125,333.98
37127,322.19
37129,307.51
37131,344.64
37133,307.51
37135,283.08
37137,355.30
37139,344.64
37141,307.51
37143,344.64
37145,283.08
37147,322.19
37149,321.80
37151,293.45
37153,274.67
37155,274.67
37157,293.45
37159,318.13
37161,321.80
37163,274.67
37165,274.67
37167,318.13
37169,302.23
37171,302.23
37173,321.80
37175,321.80
37177,355.30
37179,318.13
37181,300.59
37183,283.08
37185,300.59
37187,355.30
37189,337.25
37191,322.19
37193,337.25
37195,322.19
37197,302.23
37199,321.80
38001,297.93
38003,297.93
38005,297.93
38007,297.93
38009,297.93
38011,297.93
38013,297.93
38015,297.93
38017,265.63
38019,297.93
38021,297.93
38023,297.93
38025,297.93
38027,297.93
38029,297.93
38031,297.93
38033,297.93
38035,297.93
38037,297.93
38039,297.93
38041,297.93
38043,297.93
38045,297.93
38047,297.93
38049,297.93
38051,297.93
38053,297.93
38055,297.93
38057,297.93
38059,297.93
38061,297.93
38063,297.93
38065,297.93
38067,297.93
38069,297.93
38071,297.93
38073,297.93
38075,297.93
38077,297.93
38079,297.93
38081,297.93
38083,297.93
38085,297.93
38087,297.93
38089,297.93
38091,297.93
38093,297.93
38095,297.93
38097,297.93
38099,297.93
38101,297.93
38103,297.93
38105,297.93
39001,268.75
39003,263.50
39005,253.89
39007,240.52
39009,348.48
39011,263.50
39013,272.31
39015,268.75
39017,230.30
39019,254.44
39021,260.94
39023,260.94
39025,268.75
39027,268.75
39029,285.52
39031,272.31
39033,299.14
39035,240.52
39037,260.94
39039,235.06
39041,259.82
39043,248.54
39045,259.82
39047,259.82
39049,259.82
39051,235.06
39053,318.47
39055,240.52
39057,260.94
39059,272.31
39061,230.30
39063,263.50
39065,263.50
39067,272.31
39069,235.06
39071,268.75
39073,348.48
39075,277.94
39077,248.54
39079,318.47
39081,272.31
39083,259.82
39085,240.52
39087,318.47
39089,259.82
39091,259.82
39093,240.52
39095,235.06
39097,259.82
39099,285.52
39101,259.82
39103,253.89
39105,348.48
39107,263.50
39109,260.94
39111,272.31
39113,260.94
39115,272.31
39117,259.82
39119,272.31
39121,272.31
39123,248.54
39125,263.50
39127,272.31
39129,259.82
39131,318.47
39133,253.89
39135,260.94
39137,263.50
39139,299.14
39141,318.47
39143,248.54
39145,318.47
39147,248.54
39149,260.94
39151,254.44
39153,253.89
39155,285.52
39157,272.31
39159,259.82
39161,263.50
39163,318.47
39165,230.30
39167,348.48
39169,277.94
39171,235.06
39173,235.06
39175,248.54
40001,209.68
40003,209.68
40005,209.68
40007,209.68
40009,209.68
40011,209.68
40013,209.68
40015,209.68
40017,213.26
40019,209.68
40021,209.68
40023,209.68
40025,209.68
40027,213.26
40029,209.68
40031,205.64
40033,209.68
40035,209.68
40037,217.08
40039,209.68
40041,209.68
40043,209.68
40045,209.68
40047,209.68
40049,209.68
40051,213.26
40053,209.68
40055,209.68
40057,209.68
40059,209.68
40061,209.68
40063,209.68
40065,209.68
40067,209.68
40069,209.68
40071,209.68
40073,209.68
40075,209.68
40077,209.68
40079,248.69
40081,213.26
40083,213.26
40085,209.68
40087,213.26
40089,209.68
40091,209.68
40093,209.68
40095,209.68
40097,209.68
40099,209.68
40101,209.68
40103,209.68
40105,209.68
40107,209.68
40109,213.26
40111,217.08
40113,217.08
40115,209.68
40117,217.08
40119,209.68
40121,209.68
40123,209.68
40125,209.68
40127,209.68
40129,209.68
40131,217.08
40133,209.68
40135,248.69
40137,209.68
40139,209.68
40141,209.68
40143,217.08
40145,217.08
40147,209.68
40149,209.68
40151,209.68
40153,209.68
41001,226.00
41003,222.00
41005,211.95
41007,226.00
41009,226.00
41011,226.00
41013,226.00
41015,226.00
41017,233.00
41019,222.00
41021,226.00
41023,226.00
41025,226.00
41027,226.00
41029,222.00
41031,226.00
41033,222.00
41035,233.00
41037,233.00
41039,222.00
41041,226.00
41043,222.00
41045,226.00
41047,222.00
41049,226.00
41051,211.95
41053,222.00
41055,226.00
41057,226.00
41059,226.00
41061,226.00
41063,226.00
41065,226.00
41067,211.95
41069,226.00
41071,211.95
42001,230.96
42003,167.07
42005,167.07
42007,167.07
42009,184.97
42011,230.96
42013,184.97
42015,231.48
42017,260.84
42019,167.07
42021,184.97
42023,184.97
42025,231.48
42027,198.32
42029,260.84
42031,167.07
42033,184.97
42035,231.48
42037,198.32
42039,167.07
42041,214.34
42043,214.34
42045,260.84
42047,184.97
42049,167.07
42051,167.07
42053,167.07
42055,214.34
42057,214.34
42059,167.07
42061,184.97
42063,167.07
42065,184.97
42067,214.34
42069,231.48
42071,230.96
42073,167.07
42075,214.34
42077,198.32
42079,231.48
42081,231.48
42083,167.07
42085,167.07
42087,198.32
42089,231.48
42091,260.84
42093,198.32
42095,198.32
42097,198.32
42099,214.34
42101,260.84
42103,231.48
42105,184.97
42107,198.32
42109,198.32
42111,184.97
42113,231.48
42115,231.48
42117,231.48
42119,198.32
42121,167.07
42123,167.07
42125,167.07
42127,231.48
42129,167.07
42131,231.48
42133,230.96
44001,
44003,
44005,
44007,
44009,
45001,272.80
45003,301.93
45005,280.67
45007,288.39
45009,237.91
45011,305.68
45013,226.87
45015,237.91
45017,237.91
45019,237.91
45021,271.50
45023,282.34
45025,279.13
45027,267.61
45029,237.91
45031,279.55
45033,286.23
45035,237.91
45037,295.40
45039,268.93
45041,279.55
45043,261.05
45045,268.72
45047,295.72
45049,226.87
45051,261.05
45053,226.87
45055,268.93
45057,282.19
45059,268.72
45061,279.55
45063,268.93
45065,287.84
45067,286.23
45069,289.57
45071,268.93
45073,288.39
45075,237.91
45077,288.39
45079,268.93
45081,272.80
45083,265.63
45085,268.93
45087,266.28
45089,290.68
45091,282.19
46003,263.87
46005,253.27
46007,263.87
46009,263.87
46011,253.27
46013,253.27
46015,263.87
46017,263.87
46019,263.87
46021,253.27
46023,263.87
46025,253.27
46027,250.14
46029,253.27
46031,263.87
46033,263.87
46035,263.87
46037,253.27
46039,253.27
46041,263.87
46043,263.87
46045,253.27
46047,263.87
46049,253.27
46051,253.27
46053,263.87
46055,263.87
46057,253.27
46059,263.87
46061,263.87
46063,263.87
46065,263.87
46067,263.87
46069,263.87
46071,263.87
46073,263.87
46075,263.87
46077,253.27
46079,250.14
46081,263.87
46083,250.14
46085,263.87
46087,250.14
46089,253.27
46091,253.27
46093,263.87
46095,263.87
46097,263.87
46099,250.14
46101,250.14
46103,263.87
46105,263.87
46107,253.27
46109,253.27
46111,263.87
46113,263.87
46115,253.27
46117,263.87
46119,263.87
46121,263.87
46123,263.87
46125,250.14
46127,250.14
46129,253.27
46135,263.87
46137,263.87
47001,212.76
47003,262.79
47005,262.03
47007,219.29
47009,212.76
47011,219.29
47013,212.76
47015,234.77
47017,262.03
47019,235.91
47021,223.39
47023,262.03
47025,212.76
47027,234.77
47029,212.76
47031,262.79
47033,262.03
47035,234.77
47037,223.39
47039,262.03
47041,234.77
47043,262.79
47045,262.03
47047,216.99
47049,234.77
47051,219.29
47053,262.03
47055,262.79
47057,212.76
47059,235.91
47061,219.29
47063,212.76
47065,219.29
47067,235.91
47069,262.03
47071,262.03
47073,235.91
47075,216.99
47077,262.03
47079,262.03
47081,262.79
47083,262.79
47085,262.79
47087,234.77
47089,212.76
47091,235.91
47093,212.76
47095,262.03
47097,216.99
47099,262.79
47101,262.79
47103,262.79
47105,212.76
47107,219.29
47109,262.03
47111,234.77
47113,262.03
47115,219.29
47117,262.79
47119,262.79
47121,219.29
47123,212.76
47125,223.39
47127,262.79
47129,212.76
47131,262.03
47133,234.77
47135,262.79
47137,234.77
47139,219.29
47141,234.77
47143,219.29
47145,212.76
47147,223.39
47149,223.39
47151,212.76
47153,219.29
47155,212.76
47157,216.99
47159,234.77
47161,262.79
47163,235.91
47165,223.39
47167,216.99
47169,223.39
47171,235.91
47173,212.76
47175,234.77
47177,234.77
47179,235.91
47181,262.79
47183,262.03
47185,234.77
47187,223.39
47189,223.39
48001,234.50
48003,234.50
48005,234.50
48007,239.01
48009,280.39
48011,243.68
48013,226.84
48015,243.72
48017,234.50
48019,226.84
48021,234.50
48023,234.50
48025,234.50
48027,244.43
48029,226.84
48031,234.50
48033,234.50
48035,234.50
48037,246.01
48039,243.72
48041,246.25
48043,234.50
48045,234.50
48047,234.50
48049,234.50
48051,246.25
48053,234.50
48055,234.50
48057,277.78
48059,249.36
48061,204.94
48063,234.50
48065,243.68
48067,234.50
48069,234.50
48071,243.72
48073,234.50
48075,234.50
48077,280.39
48079,234.50
48081,234.50
48083,234.50
48085,273.28
48087,234.50
48089,234.50
48091,226.84
48093,234.50
48095,234.50
48097,234.50
48099,244.43
48101,234.50
48103,234.50
48105,234.50
48107,256.50
48109,234.50
48111,234.50
48113,273.28
48115,234.50
48117,234.50
48119,273.28
48121,273.28
48123,234.50
48125,234.50
48127,234.50
48129,234.50
48131,234.50
48133,234.50
48135,228.90
48137,234.50
48139,273.28
48141,225.64
48143,234.50
48145,234.50
48147,234.50
48149,234.50
48151,234.50
48153,234.50
48155,234.50
48157,243.72
48159,234.50
48161,234.50
48163,234.50
48165,234.50
48167,243.72
48169,234.50
48171,234.50
48173,234.50
48175,277.78
48177,234.50
48179,234.50
48181,295.69
48183,248.71
48185,234.50
48187,226.84
48189,234.50
48191,234.50
48193,234.50
48195,234.50
48197,234.50
48199,260.59
48201,243.72
48203,234.50
48205,234.50
48207,234.50
48209,234.50
48211,234.50
48213,234.50
48215,196.64
48217,234.50
48219,234.50
48221,234.50
48223,234.50
48225,234.50
48227,234.50
48229,234.50
48231,273.28
48233,234.50
48235,249.18
48237,234.50
48239,234.50
48241,234.50
48243,234.50
48245,260.59
48247,234.50
48249,234.50
48251,273.28
48253,249.36
48255,234.50
48257,273.28
48259,226.84
48261,234.50
48263,234.50
48265,234.50
48267,234.50
48269,234.50
48271,234.50
48273,234.50
48275,234.50
48277,234.50
48279,234.50
48281,244.43
48283,234.50
48285,234.50
48287,234.50
48289,234.50
48291,243.72
48293,234.50
48295,234.50
48297,234.50
48299,234.50
48301,234.50
48303,256.50
48305,234.50
48307,234.50
48309,236.32
48311,234.50
48313,234.50
48315,234.50
48317,234.50
48319,234.50
48321,234.50
48323,234.50
48325,226.84
48327,234.50
48329,242.70
48331,234.50
48333,234.50
48335,234.50
48337,234.50
48339,243.72
48341,234.50
48343,234.50
48345,234.50
48347,234.50
48349,234.50
48351,234.50
48353,234.50
48355,239.01
48357,234.50
48359,234.50
48361,260.59
48363,234.50
48365,234.50
48367,273.28
48369,234.50
48371,234.50
48373,234.50
48375,243.68
48377,234.50
48379,234.50
48381,243.68
48383,234.50
48385,234.50
48387,234.50
48389,234.50
48391,234.50
48393,234.50
48395,246.25
48397,273.28
48399,234.50
48401,248.71
48403,234.50
48405,234.50
48407,243.72
48409,239.01
48411,234.50
48413,234.50
48415,234.50
48417,234.50
48419,234.50
48421,234.50
48423,239.76
48425,234.50
48427,234.50
48429,234.50
48431,234.50
48433,234.50
48435,234.50
48437,234.50
48439,273.28
48441,249.36
48443,234.50
48445,234.50
48447,234.50
48449,234.50
48451,249.18
48453,234.50
48455,234.50
48457,234.50
48459,248.71
48461,234.50
48463,234.50
48465,234.50
48467,234.50
48469,277.78
48471,234.50
48473,243.72
48475,234.50
48477,234.50
48479,231.24
48481,234.50
48483,234.50
48485,280.39
48487,234.50
48489,234.50
48491,234.50
48493,226.84
48495,234.50
48497,273.28
48499,234.50
48501,234.50
48503,234.50
48505,234.50
48507,234.50
49001,237.51
49003,221.39
49005,224.62
49007,237.51
49009,237.51
49011,214.02
49013,237.51
49015,237.51
49017,237.51
49019,237.51
49021,236.12
49023,237.51
49025,237.51
49027,237.51
49029,221.39
49031,237.51
49033,224.62
49035,214.02
49037,237.51
49039,237.51
49041,237.51
49043,214.02
49045,214.02
49047,237.51
49049,223.32
49051,214.02
49053,236.12
49055,237.51
49057,221.39
50001,
50003,
50005,
50007,
50009,
50011,
50013,
50015,
50017,
50019,
50021,
50023,
50025,
50027,
51001,267.38
51003,252.95
51005,267.38
51007,253.36
51009,290.59
51011,290.59
51013,274.91
51015,267.38
51017,267.38
51019,290.59
51021,267.38
51023,287.02
51025,267.38
51027,267.38
51029,267.38
51031,290.59
51033,253.36
51035,267.38
51036,253.36
51037,267.38
51041,253.36
51043,274.91
51045,287.02
51047,267.38
51049,253.36
51051,267.38
51053,253.36
51057,267.38
51059,274.91
51061,274.91
51063,267.38
51065,252.95
51067,287.02
51069,279.70
51071,295.36
51073,279.84
51075,253.36
51077,267.38
51079,252.95
51081,267.38
51083,267.38
51085,253.36
51087,253.36
51089,267.38
51091,267.38
51093,279.84
51095,279.84
51097,253.36
51099,267.38
51101,253.36
51103,267.38
51105,267.38
51107,274.91
51109,253.36
51111,267.38
51113,267.38
51115,279.84
51117,267.38
51119,267.38
51121,295.36
51125,252.95
51127,253.36
51131,267.38
51133,267.38
51135,267.38
51137,267.38
51139,267.38
51141,267.38
51143,277.09
51145,253.36
51147,267.38
51149,253.36
51153,274.91
51155,295.36
51157,267.38
51159,267.38
51161,287.02
51163,267.38
51165,277.82
51167,267.38
51169,280.99
51171,267.38
51173,267.38
51175,267.38
51177,274.91
51179,274.91
51181,279.84
51183,253.36
51185,267.38
51187,274.91
51191,280.99
51193,267.38
51195,267.38
51197,267.38
51199,279.84
51510,274.91
51515,290.59
51520,280.99
51530,267.38
51540,252.95
51550,279.84
51570,253.36
51580,267.38
51590,277.09
51595,267.38
51600,274.91
51610,274.91
51620,267.38
51630,274.91
51640,267.38
51650,279.84
51660,277.82
51670,253.36
51678,267.38
51680,290.59
51683,274.91
51685,274.91
51690,267.38
51700,279.84
51710,279.84
51720,267.38
51730,253.36
51735,279.84
51740,279.84
51750,295.36
51760,253.36
51770,287.02
51775,287.02
51790,267.38
51800,279.84
51810,279.84
51820,267.38
51830,279.84
51840,279.70
53001,
53003,
53005,
53007,
53009,
53011,
53013,
53015,
53017,
53019,
53021,
53023,
53025,
53027,
53029,
53031,
53033,
53035,
53037,
53039,
53041,
53043,
53045,
53047,
53049,
53051,
53053,
53055,
53057,
53059,
53061,
53063,
53065,
53067,
53069,
53071,
53073,
53075,
53077,
54001,291.76
54003,262.91
54005,320.62
54007,320.62
54009,275.73
54011,282.15
54013,320.62
54015,320.62
54017,291.76
54019,320.62
54021,291.76
54023,262.91
54025,320.62
54027,262.91
54029,275.73
54031,262.91
54033,291.76
54035,291.76
54037,262.91
54039,320.62
54041,291.76
54043,320.62
54045,320.62
54047,320.62
54049,291.76
54051,275.73
54053,282.15
54055,320.62
54057,262.91
54059,320.62
54061,291.76
54063,320.62
54065,262.91
54067,320.62
54069,275.73
54071,262.91
54073,291.76
54075,291.76
54077,291.76
54079,282.15
54081,320.62
54083,291.76
54085,291.76
54087,320.62
54089,320.62
54091,291.76
54093,291.76
54095,291.76
54097,291.76
54099,282.15
54101,291.76
54103,291.76
54105,291.76
54107,291.76
54109,320.62
55001,255.26
55003,308.78
55005,308.50
55007,308.78
55009,267.54
55011,308.78
55013,308.78
55015,243.77
55017,321.13
55019,308.50
55021,243.77
55023,262.76
55025,243.77
55027,243.77
55029,267.54
55031,308.78
55033,321.13
55035,321.13
55037,295.51
55039,243.77
55041,295.51
55043,262.76
55045,243.77
55047,255.26
55049,262.76
55051,295.51
55053,308.78
55055,243.77
55057,255.26
55059,306.56
55061,267.54
55063,308.78
55065,262.76
55067,295.51
55069,299.43
55071,267.54
55073,299.43
55075,267.54
55077,255.26
55078,267.54
55079,324.30
55081,308.78
55083,267.54
55085,295.51
55087,243.77
55089,270.00
55091,321.13
55093,369.40
55095,369.40
55097,299.43
55099,308.50
55101,306.56
55103,255.26
55105,243.77
55107,308.50
55109,369.40
55111,255.26
55113,308.78
55115,267.54
55117,243.77
55119,308.50
55121,308.78
55123,262.76
55125,295.51
55127,243.77
55129,308.78
55131,270.00
55133,270.00
55135,243.77
55137,243.77
55139,243.77
55141,299.43
56001,433.60
56003,433.60
56005,433.60
56007,433.60
56009,433.60
56011,433.60
56013,433.60
56015,433.60
56017,433.60
56019,433.60
56021,397.10
56023,433.60
56025,413.59
56027,433.60
56029,433.60
56031,433.60
56033,433.60
56035,433.60
56037,433.60
56039,433.60
56041,433.60
56043,433.60
56045,433.60
72001,
72003,
72005,
72007,
72009,
72013,
72015,
72017,
72019,
72023,
72025,
72027,
72031,
72035,
72037,
72039,
72041,
72043,
72047,
72049,
72051,
72053,
72054,
72057,
72059,
72061,
72063,
72065,
72067,
72069,
72071,
72073,
72077,
72079,
72081,
72083,
72085,
72089,
72093,
72095,
72099,
72101,
72103,
72105,
72107,
72109,
72113,
72115,
72121,
72123,
72127,
72129,
72133,
72135,
72137,
72139,
72141,
72143,
72145,
72147,
72149,
72151,
72153,

